,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Featuretype,Selection_size,Selection_method
183,XGBoost,delta G,all,4672.651058423294,22782475.8502614,6.7504754066467285,-0.183764,[-0.276 ~ -0.088],-23.074078,GAP,size15,r regression 
184,linearRegression,delta G,all,4672.638729601427,22783846.225935303,4.011596478553647,-0.503342,[-0.573 ~ -0.427],-23.075526,slim,size15,r regression 
185,Ridge,delta G,all,4672.6451527906565,22783884.21381332,3.9830467038613606,-0.504135,[-0.574 ~ -0.428],-23.075566,slim,size15,r regression 
186,Lasso,delta G,all,4672.664438438258,22784059.67161624,3.9620368926436127,-0.506211,[-0.575 ~ -0.43],-23.075751,slim,size15,r regression 
187,ElasticNet,delta G,all,4672.658132052704,22783983.25000807,3.949297869785601,-0.505581,[-0.575 ~ -0.429],-23.075671,slim,size15,r regression 
188,SVR,delta G,all,4672.296376200179,22781046.036734123,3.93494796996176,-0.565353,[-0.628 ~ -0.495],-23.072567,slim,size15,r regression 
189,DecisionTree,delta G,all,4671.735253333493,22777396.22359465,9.76342983027887,-0.307529,[-0.393 ~ -0.216],-23.06871,slim,size15,r regression 
190,RandomForest,delta G,all,4672.1567447914695,22781624.902531862,4.80343971358101,-0.663876,[-0.715 ~ -0.605],-23.073179,slim,size15,r regression 
191,XGBoost,delta G,all,4671.767601786563,22778090.69154305,6.863718986511231,-0.470432,[-0.543 ~ -0.391],-23.069444,slim,size15,r regression 
192,linearRegression,delta G,all,4673.8916160620665,22795284.09436417,3.982465825085528,-0.471914,[-0.544 ~ -0.392],-23.087612,final,size15,mutual info regression
193,Ridge,delta G,all,4673.896997780961,22795320.634206247,3.973956707716615,-0.471153,[-0.544 ~ -0.392],-23.087651,final,size15,mutual info regression
194,Lasso,delta G,all,4673.921889466261,22795535.21511477,3.966981610656735,-0.469643,[-0.542 ~ -0.39],-23.087877,final,size15,mutual info regression
195,ElasticNet,delta G,all,4673.914392469476,22795435.51163468,3.9379995243200954,-0.469263,[-0.542 ~ -0.389],-23.087772,final,size15,mutual info regression
196,SVR,delta G,all,4673.494697294368,22791439.51616593,4.027941994051824,-0.449387,[-0.524 ~ -0.368],-23.08355,final,size15,mutual info regression
197,DecisionTree,delta G,all,4673.272348080512,22792573.13160264,10.525897523243671,-0.324183,[-0.409 ~ -0.234],-23.084747,final,size15,mutual info regression
198,RandomForest,delta G,all,4673.441843532554,22791566.00706775,4.524986408866417,-0.470023,[-0.543 ~ -0.39],-23.083683,final,size15,mutual info regression
199,XGBoost,delta G,all,4673.061371586181,22789201.07955942,6.894005298614502,-0.395296,[-0.475 ~ -0.31],-23.081184,final,size15,mutual info regression
200,linearRegression,delta G,all,4672.221492094798,22780811.096107107,4.13295819661981,-0.595873,[-0.655 ~ -0.529],-23.072319,GAP,size15,mutual info regression
201,Ridge,delta G,all,4672.246495531736,22781027.796782646,4.119857392097147,-0.595668,[-0.655 ~ -0.529],-23.072548,GAP,size15,mutual info regression
202,Lasso,delta G,all,4672.490664110682,22783224.381193448,4.006860798139237,-0.601667,[-0.661 ~ -0.535],-23.074869,GAP,size15,mutual info regression
203,ElasticNet,delta G,all,4672.497252226916,22783191.45488378,3.976213471859973,-0.594122,[-0.654 ~ -0.527],-23.074834,GAP,size15,mutual info regression
204,SVR,delta G,all,4672.479542197473,22783542.614927866,4.340981683308669,-0.605012,[-0.663 ~ -0.539],-23.075205,GAP,size15,mutual info regression
205,DecisionTree,delta G,all,4673.016376408373,22789754.110487,9.87078380260364,-0.32418,[-0.409 ~ -0.234],-23.081769,GAP,size15,mutual info regression
206,RandomForest,delta G,all,4672.41696961043,22784091.609288555,5.528496255209348,-0.579368,[-0.641 ~ -0.511],-23.075785,GAP,size15,mutual info regression
207,XGBoost,delta G,all,4671.531600046142,22776119.50642525,7.832461833953857,-0.426659,[-0.503 ~ -0.343],-23.067361,GAP,size15,mutual info regression
208,linearRegression,delta G,all,4672.812260216244,22785846.68719493,3.84024743010442,-0.576671,[-0.638 ~ -0.508],-23.07764,slim,size15,mutual info regression
209,Ridge,delta G,all,4672.813987585711,22785862.71237517,3.837617258350575,-0.577053,[-0.639 ~ -0.508],-23.077657,slim,size15,mutual info regression
210,Lasso,delta G,all,4672.839866653895,22786101.792553645,3.821103533509585,-0.579191,[-0.641 ~ -0.51],-23.077909,slim,size15,mutual info regression
211,ElasticNet,delta G,all,4672.820209177108,22785920.308310848,3.830929039895532,-0.577994,[-0.64 ~ -0.509],-23.077717,slim,size15,mutual info regression
212,SVR,delta G,all,4672.830928454525,22787249.943237465,4.382363806341138,-0.648928,[-0.702 ~ -0.589],-23.079122,slim,size15,mutual info regression
213,DecisionTree,delta G,all,4671.897014801635,22776985.92280827,9.269876340775618,-0.217871,[-0.309 ~ -0.123],-23.068277,slim,size15,mutual info regression
214,RandomForest,delta G,all,4672.446765035252,22784565.827521373,4.992095882725751,-0.66236,[-0.714 ~ -0.604],-23.076286,slim,size15,mutual info regression
215,XGBoost,delta G,all,4672.405215980698,22784711.528018653,6.678656101226807,-0.534673,[-0.601 ~ -0.461],-23.07644,slim,size15,mutual info regression
216,linearRegression,delta G,all,4673.792623830655,22793083.503757264,4.588445149034397,-0.266161,[-0.355 ~ -0.173],-23.085287,final,size20,f regression 
217,Ridge,delta G,all,4673.759164177014,22792819.185204603,4.40667870002016,-0.282981,[-0.37 ~ -0.191],-23.085007,final,size20,f regression 
218,Lasso,delta G,all,4673.70564031929,22792546.669149347,3.8967013578409713,-0.350621,[-0.433 ~ -0.262],-23.08472,final,size20,f regression 
219,ElasticNet,delta G,all,4673.705887972086,22792501.26785701,3.850083837298084,-0.348545,[-0.431 ~ -0.26],-23.084672,final,size20,f regression 
220,SVR,delta G,all,4673.327953865739,22789279.87509717,3.706915246164748,-0.405301,[-0.484 ~ -0.32],-23.081268,final,size20,f regression 
221,DecisionTree,delta G,all,4672.543980148012,22783456.210211013,11.222892600120728,-0.197577,[-0.29 ~ -0.102],-23.075114,final,size20,f regression 
222,RandomForest,delta G,all,4673.634231835957,22792884.933479626,5.924512356485893,-0.316137,[-0.401 ~ -0.225],-23.085077,final,size20,f regression 
223,XGBoost,delta G,all,4673.841224103835,22794945.503409337,7.234776496887207,-0.266589,[-0.355 ~ -0.173],-23.087254,final,size20,f regression 
224,linearRegression,delta G,all,4673.772562021115,22792950.582101665,4.63565493467537,-0.269457,[-0.358 ~ -0.176],-23.085146,GAP,size20,f regression 
225,Ridge,delta G,all,4673.741924256337,22792712.42083877,4.451084783635151,-0.286393,[-0.374 ~ -0.194],-23.084895,GAP,size20,f regression 
226,Lasso,delta G,all,4673.696746467248,22792520.47644191,3.920261373853689,-0.355955,[-0.438 ~ -0.268],-23.084692,GAP,size20,f regression 
227,ElasticNet,delta G,all,4673.68006685111,22792333.37349849,3.893775771705071,-0.354287,[-0.437 ~ -0.266],-23.084494,GAP,size20,f regression 
228,SVR,delta G,all,4673.255288417595,22788960.28262665,3.965628201441747,-0.425207,[-0.502 ~ -0.342],-23.08093,GAP,size20,f regression 
229,DecisionTree,delta G,all,4673.043152905848,22788651.06647516,11.503373415889817,-0.216146,[-0.307 ~ -0.121],-23.080603,GAP,size20,f regression 
230,RandomForest,delta G,all,4673.474640396682,22791632.810703,5.583114795740615,-0.357887,[-0.44 ~ -0.27],-23.083754,GAP,size20,f regression 
231,XGBoost,delta G,all,4673.9403822288,22796601.81794473,7.580471515655518,-0.30354,[-0.39 ~ -0.212],-23.089005,GAP,size20,f regression 
232,linearRegression,delta G,all,4672.4846248654485,22783452.510354288,4.759771173724705,-0.53651,[-0.603 ~ -0.463],-23.07511,slim,size20,f regression 
233,Ridge,delta G,all,4672.502666132652,22783610.82005373,4.742381715861475,-0.53738,[-0.603 ~ -0.464],-23.075277,slim,size20,f regression 
234,Lasso,delta G,all,4672.691652834767,22785243.850509744,4.545880981399728,-0.545768,[-0.611 ~ -0.473],-23.077003,slim,size20,f regression 
235,ElasticNet,delta G,all,4672.582055779859,22784305.13926478,4.665412486110596,-0.541084,[-0.607 ~ -0.468],-23.076011,slim,size20,f regression 
236,SVR,delta G,all,4673.171248191795,22789826.99627928,4.043585629022296,-0.626939,[-0.683 ~ -0.564],-23.081846,slim,size20,f regression 
237,DecisionTree,delta G,all,4671.921764600519,22779725.56520142,10.532765659617995,-0.312932,[-0.398 ~ -0.222],-23.071172,slim,size20,f regression 
238,RandomForest,delta G,all,4673.099450293875,22789931.293873414,4.796124531193699,-0.610945,[-0.669 ~ -0.546],-23.081956,slim,size20,f regression 
239,XGBoost,delta G,all,4672.13452945695,22781882.84359786,7.14640474319458,-0.47769,[-0.55 ~ -0.399],-23.073451,slim,size20,f regression 
240,linearRegression,delta G,all,4672.709286527256,22780455.19359992,2.6346830796559035,0.021981,[-0.076 ~ 0.119],-23.071943,final,size20,r regression 
241,Ridge,delta G,all,4672.6844143946455,22780270.789222635,2.353100234230007,0.013813,[-0.084 ~ 0.111],-23.071748,final,size20,r regression 
242,Lasso,delta G,all,4672.665621787788,22780308.2648602,1.2880702386786786,-0.061347,[-0.158 ~ 0.037],-23.071787,final,size20,r regression 
243,ElasticNet,delta G,all,4672.644208698529,22780096.70879522,1.308025854892637,-0.055894,[-0.153 ~ 0.042],-23.071564,final,size20,r regression 
244,SVR,delta G,all,4673.007287391974,22783780.486294948,1.465827169016355,-0.151609,[-0.246 ~ -0.055],-23.075456,final,size20,r regression 
245,DecisionTree,delta G,all,4673.243243974975,22789484.508346047,9.98760123648816,-0.197277,[-0.289 ~ -0.102],-23.081484,final,size20,r regression 
246,RandomForest,delta G,all,4672.736298099275,22783057.068545885,4.947502677209973,-0.230547,[-0.321 ~ -0.136],-23.074692,final,size20,r regression 
247,XGBoost,delta G,all,4672.339009462162,22778287.10771181,6.422867298126221,-0.091641,[-0.188 ~ 0.006],-23.069652,final,size20,r regression 
248,linearRegression,delta G,all,4672.400917515067,22778492.52696164,3.2175465590413093,-0.128271,[-0.223 ~ -0.031],-23.069869,GAP,size20,r regression 
249,Ridge,delta G,all,4672.380133826386,22778342.45844994,3.003856107733686,-0.145178,[-0.239 ~ -0.048],-23.06971,GAP,size20,r regression 
250,Lasso,delta G,all,4672.35847480807,22778341.926048327,2.2515204025262965,-0.240673,[-0.331 ~ -0.146],-23.069709,GAP,size20,r regression 
251,ElasticNet,delta G,all,4672.361763680802,22778235.139181387,2.7292350618555905,-0.1722,[-0.265 ~ -0.076],-23.069597,GAP,size20,r regression 
252,SVR,delta G,all,4672.445025780484,22779770.47170299,2.522791704366997,-0.340793,[-0.424 ~ -0.252],-23.071219,GAP,size20,r regression 
253,DecisionTree,delta G,all,4672.601752252017,22781945.29332253,10.495274437812483,-0.111615,[-0.207 ~ -0.014],-23.073517,GAP,size20,r regression 
254,RandomForest,delta G,all,4672.296876276704,22778953.47082825,4.77575066762546,-0.239321,[-0.329 ~ -0.145],-23.070356,GAP,size20,r regression 
255,XGBoost,delta G,all,4672.468589674364,22780506.88107952,6.712899208068848,-0.164635,[-0.258 ~ -0.068],-23.071997,GAP,size20,r regression 
256,linearRegression,delta G,all,4672.656776754319,22785379.12727358,4.279502375331706,-0.635414,[-0.69 ~ -0.573],-23.077146,slim,size20,r regression 
257,Ridge,delta G,all,4672.671874297694,22785484.293324884,4.249542198005256,-0.635579,[-0.69 ~ -0.574],-23.077257,slim,size20,r regression 
258,Lasso,delta G,all,4672.725896765684,22785948.372137785,4.202593043440018,-0.637741,[-0.692 ~ -0.576],-23.077747,slim,size20,r regression 
259,ElasticNet,delta G,all,4672.675671256519,22785519.60112969,4.2484666763230114,-0.63572,[-0.69 ~ -0.574],-23.077294,slim,size20,r regression 
260,SVR,delta G,all,4672.117989314505,22781140.101730496,4.710492918969195,-0.663688,[-0.715 ~ -0.605],-23.072666,slim,size20,r regression 
261,DecisionTree,delta G,all,4673.803000831996,22798480.97484108,10.417654871942757,-0.374425,[-0.455 ~ -0.287],-23.09099,slim,size20,r regression 
262,RandomForest,delta G,all,4672.572078111958,22786565.98967362,5.351574893942934,-0.69714,[-0.744 ~ -0.643],-23.0784,slim,size20,r regression 
263,XGBoost,delta G,all,4672.245095722701,22783773.23787164,6.984274387359619,-0.552031,[-0.616 ~ -0.48],-23.075449,slim,size20,r regression 
264,linearRegression,delta G,all,4673.148033318847,22787799.925000235,4.17395450083916,-0.384331,[-0.465 ~ -0.298],-23.079704,final,size20,mutual info regression
265,Ridge,delta G,all,4673.148744578991,22787805.5699289,4.173204342940706,-0.384278,[-0.464 ~ -0.298],-23.07971,final,size20,mutual info regression
266,Lasso,delta G,all,4673.377566424242,22789875.08355703,3.9331271236653222,-0.398948,[-0.478 ~ -0.314],-23.081896,final,size20,mutual info regression
267,ElasticNet,delta G,all,4673.350316010401,22789516.167183127,3.949732467669533,-0.383693,[-0.464 ~ -0.297],-23.081517,final,size20,mutual info regression
268,SVR,delta G,all,4673.220881854661,22788699.98073437,3.7791930623148815,-0.454714,[-0.529 ~ -0.374],-23.080655,final,size20,mutual info regression
269,DecisionTree,delta G,all,4672.78996956172,22785304.46061034,10.21039350970745,-0.195579,[-0.288 ~ -0.1],-23.077067,final,size20,mutual info regression
270,RandomForest,delta G,all,4673.503467441248,22792230.931387942,4.89609122544961,-0.443366,[-0.519 ~ -0.361],-23.084386,final,size20,mutual info regression
271,XGBoost,delta G,all,4673.022646496991,22788771.35197494,7.515548229217529,-0.357355,[-0.44 ~ -0.269],-23.08073,final,size20,mutual info regression
272,linearRegression,delta G,all,4673.394462811918,22791022.5704758,4.005702197676694,-0.518618,[-0.587 ~ -0.443],-23.083109,GAP,size20,mutual info regression
273,Ridge,delta G,all,4673.395143564555,22791027.47761201,4.006000795738997,-0.518392,[-0.586 ~ -0.443],-23.083114,GAP,size20,mutual info regression
274,Lasso,delta G,all,4673.404615263832,22791119.53619259,3.988420581313151,-0.52115,[-0.589 ~ -0.446],-23.083211,GAP,size20,mutual info regression
275,ElasticNet,delta G,all,4673.415439923577,22791192.174672667,4.002987233400271,-0.515575,[-0.584 ~ -0.44],-23.083288,GAP,size20,mutual info regression
276,SVR,delta G,all,4673.068000491154,22788668.19180456,4.089054746791184,-0.595558,[-0.655 ~ -0.529],-23.080621,GAP,size20,mutual info regression
277,DecisionTree,delta G,all,4670.937900950418,22772506.37288227,11.224161662429236,-0.38331,[-0.464 ~ -0.297],-23.063543,GAP,size20,mutual info regression
278,RandomForest,delta G,all,4672.586830220727,22785413.780075267,5.202946196215599,-0.589769,[-0.65 ~ -0.522],-23.077182,GAP,size20,mutual info regression
279,XGBoost,delta G,all,4671.723441743834,22778663.92068454,7.636456489562988,-0.488427,[-0.559 ~ -0.41],-23.07005,GAP,size20,mutual info regression
280,linearRegression,delta G,all,4671.807037970311,22777197.58800725,4.774104592911061,-0.543136,[-0.609 ~ -0.47],-23.0685,slim,size20,mutual info regression
281,Ridge,delta G,all,4671.817785520062,22777291.043379106,4.7599876209426215,-0.544009,[-0.609 ~ -0.471],-23.068599,slim,size20,mutual info regression
282,Lasso,delta G,all,4671.877601929278,22777828.846058253,4.707774619171313,-0.547793,[-0.613 ~ -0.476],-23.069167,slim,size20,mutual info regression
283,ElasticNet,delta G,all,4671.837704327247,22777466.02578132,4.736515872771629,-0.545521,[-0.611 ~ -0.473],-23.068784,slim,size20,mutual info regression
284,SVR,delta G,all,4672.302989588534,22782666.58758392,4.660086577726671,-0.648614,[-0.702 ~ -0.588],-23.074279,slim,size20,mutual info regression
285,DecisionTree,delta G,all,4671.7268606058615,22777907.868845724,10.358205197403947,-0.318556,[-0.404 ~ -0.228],-23.069251,slim,size20,mutual info regression
286,RandomForest,delta G,all,4671.94424841298,22779745.395847823,4.926282133776365,-0.658264,[-0.71 ~ -0.599],-23.071192,slim,size20,mutual info regression
287,XGBoost,delta G,all,4671.752237367038,22780092.68551089,7.167189598083496,-0.604071,[-0.663 ~ -0.538],-23.071559,slim,size20,mutual info regression
288,linearRegression,delta G,all,4673.758324141297,22792879.80528361,4.528138483358738,-0.28304,[-0.37 ~ -0.191],-23.085072,final,size25,f regression 
289,Ridge,delta G,all,4673.731855362085,22792675.28774197,4.366400791379029,-0.298743,[-0.385 ~ -0.207],-23.084855,final,size25,f regression 
290,Lasso,delta G,all,4673.705103773962,22792644.231679022,3.9090914049649146,-0.362984,[-0.445 ~ -0.275],-23.084823,final,size25,f regression 
291,ElasticNet,delta G,all,4673.718385681546,22792704.58531105,3.845771777813912,-0.3605,[-0.443 ~ -0.272],-23.084886,final,size25,f regression 
292,SVR,delta G,all,4673.333913501145,22789346.9083166,3.687060260221667,-0.409084,[-0.487 ~ -0.324],-23.081338,final,size25,f regression 
293,DecisionTree,delta G,all,4673.0698838420285,22789528.465426706,11.360508649775584,-0.247405,[-0.337 ~ -0.153],-23.08153,final,size25,f regression 
294,RandomForest,delta G,all,4673.547633937948,22792190.20740409,5.662552388824841,-0.341451,[-0.425 ~ -0.252],-23.084343,final,size25,f regression 
295,XGBoost,delta G,all,4673.896158752927,22795692.248057853,7.593115329742432,-0.269436,[-0.358 ~ -0.176],-23.088043,final,size25,f regression 
296,linearRegression,delta G,all,4673.739440829872,22792744.86859865,4.563093009562789,-0.285519,[-0.373 ~ -0.193],-23.084929,GAP,size25,f regression 
297,Ridge,delta G,all,4673.710368209928,22792520.451050986,4.401043267889005,-0.30173,[-0.388 ~ -0.21],-23.084692,GAP,size25,f regression 
298,Lasso,delta G,all,4673.687454586211,22792525.763407346,3.926941568029618,-0.367403,[-0.449 ~ -0.28],-23.084697,GAP,size25,f regression 
299,ElasticNet,delta G,all,4673.669608765978,22792330.0194366,3.9077910320396687,-0.365418,[-0.447 ~ -0.278],-23.084491,GAP,size25,f regression 
300,SVR,delta G,all,4673.3142134458685,22789471.89371455,3.94364154588906,-0.4225,[-0.5 ~ -0.339],-23.08147,GAP,size25,f regression 
301,DecisionTree,delta G,all,4673.102827920106,22789332.37745461,11.18736622085311,-0.228258,[-0.319 ~ -0.134],-23.081323,GAP,size25,f regression 
302,RandomForest,delta G,all,4673.333801019807,22790428.52545433,5.463287353628418,-0.376409,[-0.457 ~ -0.289],-23.082481,GAP,size25,f regression 
303,XGBoost,delta G,all,4673.70578744117,22794160.36462826,7.2764363288879395,-0.298986,[-0.385 ~ -0.207],-23.086425,GAP,size25,f regression 
304,linearRegression,delta G,all,4671.950315266415,22778776.234509755,4.921881660985709,-0.551731,[-0.616 ~ -0.48],-23.070168,slim,size25,f regression 
