,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
1100,SVR,delta G,all,22784982.051664237,3.582177830895881,-0.570652,[-0.633 ~ -0.501],-23.076726,final size100 r regression
1101,DecisionTree,delta G,all,22774809.42822219,9.310081605432657,-0.319398,[-0.404 ~ -0.229],-23.065977,final size100 r regression
1102,RandomForest,delta G,all,22783470.385322973,5.207461014259627,-0.64579,[-0.699 ~ -0.585],-23.075129,final size100 r regression
1103,XGBoost,delta G,all,22786120.31937852,7.870851516723633,-0.554195,[-0.618 ~ -0.483],-23.077929,final size100 r regression
1104,linearRegression,delta G,all,22784943.92699246,4.817043161632475,-0.490571,[-0.561 ~ -0.413],-23.076686,GAP size100 r regression
1105,Ridge,delta G,all,22783945.10562975,4.623292685611438,-0.514674,[-0.583 ~ -0.439],-23.07563,GAP size100 r regression
1106,Lasso,delta G,all,22784875.07064074,4.156039093379316,-0.585474,[-0.646 ~ -0.517],-23.076613,GAP size100 r regression
1107,ElasticNet,delta G,all,22784280.47824799,4.173026231667062,-0.577487,[-0.639 ~ -0.509],-23.075985,GAP size100 r regression
1108,SVR,delta G,all,22782431.428172994,3.8527092360935877,-0.596718,[-0.656 ~ -0.53],-23.074031,GAP size100 r regression
1109,DecisionTree,delta G,all,22789780.595740892,10.413961083839146,-0.405369,[-0.484 ~ -0.32],-23.081797,GAP size100 r regression
1110,RandomForest,delta G,all,22786169.226274583,5.390576204559266,-0.679755,[-0.729 ~ -0.623],-23.077981,GAP size100 r regression
1111,XGBoost,delta G,all,22787836.268534385,7.137511253356934,-0.561662,[-0.625 ~ -0.491],-23.079742,GAP size100 r regression
1112,linearRegression,delta G,all,22812831.24642525,84.15031572217488,0.068712,[-0.029 ~ 0.165],-23.106154,final size100 mutual info regression
1113,Ridge,delta G,all,22776859.899663918,4.718443099637389,-0.610253,[-0.668 ~ -0.545],-23.068143,final size100 mutual info regression
1114,Lasso,delta G,all,22779533.851978827,4.292560040720322,-0.632514,[-0.688 ~ -0.57],-23.070969,final size100 mutual info regression
1115,ElasticNet,delta G,all,22782067.704737674,4.053349938240653,-0.636443,[-0.691 ~ -0.575],-23.073646,final size100 mutual info regression
1116,SVR,delta G,all,22786066.107349705,4.058060457507704,-0.604318,[-0.663 ~ -0.538],-23.077872,final size100 mutual info regression
1117,DecisionTree,delta G,all,22779482.60813055,8.801174680803477,-0.269444,[-0.358 ~ -0.176],-23.070915,final size100 mutual info regression
1118,RandomForest,delta G,all,22782548.585759345,5.277959450781777,-0.641892,[-0.696 ~ -0.581],-23.074155,final size100 mutual info regression
1119,XGBoost,delta G,all,22774415.398788888,7.124999523162842,-0.601232,[-0.66 ~ -0.535],-23.06556,final size100 mutual info regression
1120,linearRegression,delta G,all,22781423.67991056,5.018284326979235,-0.50505,[-0.574 ~ -0.429],-23.072966,GAP size100 mutual info regression
1121,Ridge,delta G,all,22781983.310469117,4.8549055110720225,-0.524083,[-0.591 ~ -0.449],-23.073557,GAP size100 mutual info regression
1122,Lasso,delta G,all,22783162.577533606,4.368353669416916,-0.599902,[-0.659 ~ -0.534],-23.074803,GAP size100 mutual info regression
1123,ElasticNet,delta G,all,22783318.992007393,4.3698859927408105,-0.592194,[-0.652 ~ -0.525],-23.074969,GAP size100 mutual info regression
1124,SVR,delta G,all,22786422.65258099,4.343936251314496,-0.597905,[-0.657 ~ -0.531],-23.078248,GAP size100 mutual info regression
1125,DecisionTree,delta G,all,22786083.37815651,10.039177036505485,-0.342769,[-0.426 ~ -0.254],-23.07789,GAP size100 mutual info regression
1126,RandomForest,delta G,all,22785293.08977063,5.270085828556751,-0.669079,[-0.72 ~ -0.611],-23.077055,GAP size100 mutual info regression
1127,XGBoost,delta G,all,22782287.930208255,7.635025978088379,-0.565236,[-0.628 ~ -0.495],-23.073879,GAP size100 mutual info regression
1128,linearRegression,delta G,all,22809779.049433757,50.11084113433208,0.079639,[-0.018 ~ 0.176],-23.102929,final RFECV linearRegression
1129,Ridge,delta G,all,22777050.59952854,0.5299805775520819,-0.056245,[-0.153 ~ 0.042],-23.068345,final RFECV Ridge
1130,Lasso,delta G,all,22784879.869936794,4.194448341448857,-0.605511,[-0.664 ~ -0.54],-23.076618,final RFECV Lasso
1131,ElasticNet,delta G,all,22785400.549209394,4.2200399162490365,-0.590032,[-0.65 ~ -0.522],-23.077168,final RFECV ElasticNet
1132,DecisionTree,delta G,all,22776807.684007,10.922680979589979,-0.377558,[-0.458 ~ -0.291],-23.068088,final RFECV DecisionTree
1133,RandomForest,delta G,all,22782913.90455761,5.120883629358183,-0.663096,[-0.714 ~ -0.605],-23.074541,final RFECV RandomForest
1134,XGBoost,delta G,all,22777437.700750846,7.615389823913574,-0.580856,[-0.642 ~ -0.512],-23.068754,final RFECV XGBoost
1135,linearRegression,delta G,all,22777602.124834348,0.047177015729465595,-0.010989,[-0.109 ~ 0.087],-23.068928,GAP RFECV linearRegression
1136,Ridge,delta G,all,22777050.59952854,0.5299805775531575,-0.056245,[-0.153 ~ 0.042],-23.068345,GAP RFECV Ridge
1137,Lasso,delta G,all,22787067.97341547,4.404810130266495,-0.602395,[-0.661 ~ -0.536],-23.07893,GAP RFECV Lasso
1138,ElasticNet,delta G,all,22786346.125637807,4.403833537932223,-0.591947,[-0.652 ~ -0.525],-23.078167,GAP RFECV ElasticNet
1139,DecisionTree,delta G,all,22782099.837112084,10.229039231048835,-0.36435,[-0.446 ~ -0.277],-23.07368,GAP RFECV DecisionTree
1140,RandomForest,delta G,all,22783916.0643029,5.23830207609825,-0.663778,[-0.715 ~ -0.605],-23.0756,GAP RFECV RandomForest
1141,XGBoost,delta G,all,22779860.02541951,6.930383682250977,-0.59131,[-0.651 ~ -0.524],-23.071314,GAP RFECV XGBoost
1142,linearRegression,delta G,all,22795894.239409808,3.8689677464135523,-0.326986,[-0.411 ~ -0.237],-23.088257,slim RFECV linearRegression
1143,Ridge,delta G,all,22795698.42265035,3.8398719175161484,-0.326285,[-0.411 ~ -0.236],-23.08805,slim RFECV Ridge
1144,Lasso,delta G,all,22781667.54860963,4.520904120006316,-0.605145,[-0.664 ~ -0.539],-23.073224,slim RFECV Lasso
1145,ElasticNet,delta G,all,22779118.960355524,4.931399033376521,-0.589452,[-0.65 ~ -0.522],-23.070531,slim RFECV ElasticNet
1146,DecisionTree,delta G,all,22783049.843847156,9.761351615878974,-0.291513,[-0.378 ~ -0.2],-23.074684,slim RFECV DecisionTree
1147,RandomForest,delta G,all,22786747.639836956,5.15796370734493,-0.6359,[-0.691 ~ -0.574],-23.078592,slim RFECV RandomForest
1148,XGBoost,delta G,all,22777426.185323086,6.786808490753174,-0.546019,[-0.611 ~ -0.474],-23.068742,slim RFECV XGBoost
1149,linearRegression,Affinity Data Value,all,1109509085464.8555,6421.353068678679,-0.000756,[-0.098 ~ 0.097],-0.044565,final size5 f regression
1150,Ridge,Affinity Data Value,all,1109504140736.508,6344.713394507155,-0.000762,[-0.098 ~ 0.097],-0.04456,final size5 f regression
1151,Lasso,Affinity Data Value,all,1110716226178.4692,0.0,,[nan ~ nan],-0.045701,final size5 f regression
1152,ElasticNet,Affinity Data Value,all,1110716226178.4692,0.0,,[nan ~ nan],-0.045701,final size5 f regression
1153,SVR,Affinity Data Value,all,1131691912331.5808,0.8201855207500396,-0.005373,[-0.103 ~ 0.092],-0.065449,final size5 f regression
1154,DecisionTree,Affinity Data Value,all,1096605496565.6761,168916.73494849316,0.121266,[0.024 ~ 0.216],-0.032416,final size5 f regression
1155,RandomForest,Affinity Data Value,all,1106560042527.5593,116406.96379361741,0.074319,[-0.023 ~ 0.171],-0.041788,final size5 f regression
1156,XGBoost,Affinity Data Value,all,1096797928739.555,155258.921875,0.120809,[0.023 ~ 0.216],-0.032597,final size5 f regression
1157,linearRegression,Affinity Data Value,all,1109509085464.8833,6421.353069174879,-0.000756,[-0.098 ~ 0.097],-0.044565,GAP size5 f regression
1158,Ridge,Affinity Data Value,all,1109504140736.5107,6344.713394512007,-0.000762,[-0.098 ~ 0.097],-0.04456,GAP size5 f regression
1159,Lasso,Affinity Data Value,all,1110716226178.469,7.275957614183426e-12,,[nan ~ nan],-0.045701,GAP size5 f regression
1160,ElasticNet,Affinity Data Value,all,1110406297460.421,1998.3448367926676,-0.000695,[-0.098 ~ 0.097],-0.045409,GAP size5 f regression
1161,SVR,Affinity Data Value,all,1131691912331.5808,0.8201855207500578,-0.005373,[-0.103 ~ 0.092],-0.065449,GAP size5 f regression
1162,DecisionTree,Affinity Data Value,all,1096605550558.5182,168915.53189190206,0.121259,[0.024 ~ 0.216],-0.032416,GAP size5 f regression
1163,RandomForest,Affinity Data Value,all,1100766855880.3223,119382.25507802003,0.09978,[0.002 ~ 0.196],-0.036334,GAP size5 f regression
1164,XGBoost,Affinity Data Value,all,1096797928739.5553,155258.9375,0.120809,[0.023 ~ 0.216],-0.032597,GAP size5 f regression
1165,linearRegression,Affinity Data Value,all,1100436969766.239,22234.55442241768,0.170478,[0.074 ~ 0.264],-0.036023,slim size5 f regression
1166,Ridge,Affinity Data Value,all,1100455236799.8567,22158.202062760087,0.170372,[0.074 ~ 0.264],-0.036041,slim size5 f regression
1167,Lasso,Affinity Data Value,all,1100471546672.5657,22187.75850966207,0.170319,[0.074 ~ 0.264],-0.036056,slim size5 f regression
1168,ElasticNet,Affinity Data Value,all,1106125195306.5881,9705.42218488785,0.156043,[0.059 ~ 0.25],-0.041379,slim size5 f regression
1169,SVR,Affinity Data Value,all,1131676862798.7834,44.19040386760824,0.176029,[0.08 ~ 0.269],-0.065435,slim size5 f regression
1170,DecisionTree,Affinity Data Value,all,1156388120993.8508,188653.9285636346,-0.03927,[-0.136 ~ 0.059],-0.0887,slim size5 f regression
1171,RandomForest,Affinity Data Value,all,1103541664249.9946,99186.49386861808,0.031856,[-0.066 ~ 0.129],-0.038946,slim size5 f regression
1172,XGBoost,Affinity Data Value,all,1127835240342.745,182383.796875,0.017903,[-0.08 ~ 0.115],-0.061818,slim size5 f regression
1173,linearRegression,Affinity Data Value,all,1109509085464.8486,6421.353069094373,-0.000756,[-0.098 ~ 0.097],-0.044565,final size5 r regression
1174,Ridge,Affinity Data Value,all,1109504140736.5095,6344.713394505501,-0.000762,[-0.098 ~ 0.097],-0.04456,final size5 r regression
1175,Lasso,Affinity Data Value,all,1110716226178.4692,7.275957614183426e-12,,[nan ~ nan],-0.045701,final size5 r regression
1176,ElasticNet,Affinity Data Value,all,1110716226178.4688,0.0,,[nan ~ nan],-0.045701,final size5 r regression
1177,SVR,Affinity Data Value,all,1131691912331.5808,0.8201855207500561,-0.005373,[-0.103 ~ 0.092],-0.065449,final size5 r regression
1178,DecisionTree,Affinity Data Value,all,1096605550558.518,168915.53189190206,0.121259,[0.024 ~ 0.216],-0.032416,final size5 r regression
1179,RandomForest,Affinity Data Value,all,1104896898236.4556,123121.26312808774,0.083523,[-0.014 ~ 0.18],-0.040222,final size5 r regression
1180,XGBoost,Affinity Data Value,all,1096797928739.5553,155258.921875,0.120809,[0.023 ~ 0.216],-0.032597,final size5 r regression
1181,linearRegression,Affinity Data Value,all,1109509085464.7896,6421.353068612055,-0.000756,[-0.098 ~ 0.097],-0.044565,GAP size5 r regression
1182,Ridge,Affinity Data Value,all,1109504140736.5093,6344.713394506041,-0.000762,[-0.098 ~ 0.097],-0.04456,GAP size5 r regression
1183,Lasso,Affinity Data Value,all,1109553531306.04,5248.595954431599,-0.000809,[-0.098 ~ 0.097],-0.044606,GAP size5 r regression
1184,ElasticNet,Affinity Data Value,all,1110323575627.6804,2466.8132718327424,-0.000702,[-0.098 ~ 0.097],-0.045331,GAP size5 r regression
1185,SVR,Affinity Data Value,all,1131691912331.5808,0.8201855207500701,-0.005373,[-0.103 ~ 0.092],-0.065449,GAP size5 r regression
1186,DecisionTree,Affinity Data Value,all,1096605550558.5182,168915.53189190206,0.121259,[0.024 ~ 0.216],-0.032416,GAP size5 r regression
1187,RandomForest,Affinity Data Value,all,1103556491393.4868,124699.23096750806,0.087255,[-0.01 ~ 0.183],-0.03896,GAP size5 r regression
1188,XGBoost,Affinity Data Value,all,1096797928739.5553,155258.921875,0.120809,[0.023 ~ 0.216],-0.032597,GAP size5 r regression
1189,linearRegression,Affinity Data Value,all,1100812138421.5623,22461.74854498703,0.164458,[0.068 ~ 0.258],-0.036377,slim size5 r regression
1190,Ridge,Affinity Data Value,all,1100821216320.9905,22392.72914854795,0.164456,[0.068 ~ 0.258],-0.036385,slim size5 r regression
1191,Lasso,Affinity Data Value,all,1102414704127.267,20395.60471249004,0.161066,[0.064 ~ 0.255],-0.037885,slim size5 r regression
1192,ElasticNet,Affinity Data Value,all,1105697549458.4795,10411.985490524236,0.153362,[0.057 ~ 0.247],-0.040976,slim size5 r regression
1193,SVR,Affinity Data Value,all,1131671634213.9788,53.50419642631433,0.179814,[0.084 ~ 0.273],-0.06543,slim size5 r regression
1194,DecisionTree,Affinity Data Value,all,1184222521088.3545,257387.9401041815,-0.047344,[-0.144 ~ 0.051],-0.114905,slim size5 r regression
1195,RandomForest,Affinity Data Value,all,1100030272091.933,98969.52324385053,0.045257,[-0.053 ~ 0.142],-0.035641,slim size5 r regression
1196,XGBoost,Affinity Data Value,all,1141809808694.0085,197469.265625,-0.002963,[-0.101 ~ 0.095],-0.074975,slim size5 r regression
1197,linearRegression,Affinity Data Value,all,1107940152347.139,5281.903316643679,0.050118,[-0.048 ~ 0.147],-0.043087,final size5 mutual info regression
1198,Ridge,Affinity Data Value,all,1107945094852.4492,5272.238269348714,0.050124,[-0.048 ~ 0.147],-0.043092,final size5 mutual info regression
1199,Lasso,Affinity Data Value,all,1109391996053.0398,4069.0757420869513,0.040849,[-0.057 ~ 0.138],-0.044454,final size5 mutual info regression
1200,ElasticNet,Affinity Data Value,all,1109275626962.0217,2750.4747284556665,0.051984,[-0.046 ~ 0.149],-0.044345,final size5 mutual info regression
1201,SVR,Affinity Data Value,all,1131687176273.539,21.379028201553343,0.060004,[-0.038 ~ 0.157],-0.065444,final size5 mutual info regression
1202,DecisionTree,Affinity Data Value,all,1097421853435.3733,169824.80742495906,0.116112,[0.019 ~ 0.211],-0.033185,final size5 mutual info regression
1203,RandomForest,Affinity Data Value,all,1098989463089.0889,117949.39204576581,0.104001,[0.006 ~ 0.2],-0.034661,final size5 mutual info regression
1204,XGBoost,Affinity Data Value,all,1094394365604.1167,156481.03125,0.126771,[0.029 ~ 0.222],-0.030335,final size5 mutual info regression
1205,linearRegression,Affinity Data Value,all,1110073200047.8987,8074.797882794414,-0.072044,[-0.168 ~ 0.026],-0.045096,GAP size5 mutual info regression
1206,Ridge,Affinity Data Value,all,1110066142577.9863,8033.693395343125,-0.071863,[-0.168 ~ 0.026],-0.045089,GAP size5 mutual info regression
1207,Lasso,Affinity Data Value,all,1111137501412.4407,5898.2774935047855,-0.072679,[-0.169 ~ 0.025],-0.046098,GAP size5 mutual info regression
1208,ElasticNet,Affinity Data Value,all,1110294429856.257,4674.338998558542,-0.060488,[-0.157 ~ 0.037],-0.045304,GAP size5 mutual info regression
1209,SVR,Affinity Data Value,all,1131698062041.3696,27.7764005796655,-0.043142,[-0.14 ~ 0.055],-0.065455,GAP size5 mutual info regression
1210,DecisionTree,Affinity Data Value,all,1094562768919.0776,180832.3207476216,0.118162,[0.021 ~ 0.213],-0.030493,GAP size5 mutual info regression
1211,RandomForest,Affinity Data Value,all,1101345911844.3628,123408.06811162186,0.089606,[-0.008 ~ 0.186],-0.036879,GAP size5 mutual info regression
1212,XGBoost,Affinity Data Value,all,1098645583881.6561,154879.984375,0.117335,[0.02 ~ 0.213],-0.034337,GAP size5 mutual info regression
1213,linearRegression,Affinity Data Value,all,1101488096581.264,21167.266091790854,0.167433,[0.071 ~ 0.261],-0.037013,slim size5 mutual info regression
1214,Ridge,Affinity Data Value,all,1101516047503.2317,21065.837592581356,0.167392,[0.071 ~ 0.261],-0.037039,slim size5 mutual info regression
1215,Lasso,Affinity Data Value,all,1104374563121.9097,18007.71006244534,0.14622,[0.049 ~ 0.24],-0.039731,slim size5 mutual info regression
1216,ElasticNet,Affinity Data Value,all,1106564557655.792,9044.935401647284,0.157147,[0.06 ~ 0.251],-0.041792,slim size5 mutual info regression
1217,SVR,Affinity Data Value,all,1131676520826.6772,49.99682946597715,0.146852,[0.05 ~ 0.241],-0.065434,slim size5 mutual info regression
1218,DecisionTree,Affinity Data Value,all,1142679204534.0679,216934.8209636953,0.007236,[-0.09 ~ 0.105],-0.075793,slim size5 mutual info regression
1219,RandomForest,Affinity Data Value,all,1079809432218.9307,84604.56226549084,0.145031,[0.048 ~ 0.239],-0.016603,slim size5 mutual info regression
1220,XGBoost,Affinity Data Value,all,1086614979175.1956,183136.71875,0.126692,[0.029 ~ 0.222],-0.023011,slim size5 mutual info regression
1221,linearRegression,Affinity Data Value,all,1108947569542.9065,5720.465352715839,0.064516,[-0.033 ~ 0.161],-0.044036,final size10 f regression
1222,Ridge,Affinity Data Value,all,1108944914475.041,5669.60459822471,0.064783,[-0.033 ~ 0.161],-0.044033,final size10 f regression
1223,Lasso,Affinity Data Value,all,1110716226178.4692,0.0,,[nan ~ nan],-0.045701,final size10 f regression
1224,ElasticNet,Affinity Data Value,all,1110248198279.3457,2739.6819833616983,0.035482,[-0.062 ~ 0.133],-0.04526,final size10 f regression
1225,SVR,Affinity Data Value,all,1131691914318.072,27.15891324710522,0.087757,[-0.01 ~ 0.184],-0.065449,final size10 f regression
1226,DecisionTree,Affinity Data Value,all,1244280516170.4126,342502.65336019755,-0.037983,[-0.135 ~ 0.06],-0.171447,final size10 f regression
1227,RandomForest,Affinity Data Value,all,1146510043198.05,179075.45975928998,-0.02338,[-0.121 ~ 0.074],-0.0794,final size10 f regression
1228,XGBoost,Affinity Data Value,all,1135528802326.5637,231107.90625,0.050943,[-0.047 ~ 0.148],-0.069061,final size10 f regression
1229,linearRegression,Affinity Data Value,all,1108947569542.9084,5720.465352733032,0.064516,[-0.033 ~ 0.161],-0.044036,GAP size10 f regression
1230,Ridge,Affinity Data Value,all,1108944914475.044,5669.604598210484,0.064783,[-0.033 ~ 0.161],-0.044033,GAP size10 f regression
1231,Lasso,Affinity Data Value,all,1110716226178.4692,3.580076243936796e-12,0.072796,[-0.025 ~ 0.169],-0.045701,GAP size10 f regression
1232,ElasticNet,Affinity Data Value,all,1110244980268.5488,2752.5950091435216,0.035557,[-0.062 ~ 0.133],-0.045257,GAP size10 f regression
